lng,lat
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
-72.9479087402368,41.3174624023289
-72.923557,41.30702
-72.9566641,41.3344007
-72.923557,41.30702
-72.9383380864171,41.3116593249652
-72.9199379292821,41.3040295984035
-72.923422,41.304796
-72.9187473288644,41.3088516414809
-72.972294,41.322218
-72.889807639978,41.3130774021152
