lng,lat,created_at
-72.9250335693359,41.3045539855957,2015-06-05T20:45:50-04:00
-72.9248504638672,41.3047370910645,2015-06-05T20:43:30-04:00
-72.9444885253906,41.3113288879395,2015-06-05T17:57:19-04:00
-72.9256896972656,41.3060111999512,2015-06-05T17:41:49-04:00
-72.914485410557,41.3180647706621,2015-06-05T16:59:21-04:00
-72.8977366,41.2805178,2015-06-05T16:51:12-04:00
-72.9257049560547,41.3059959411621,2015-06-05T15:44:09-04:00
-72.9313555,41.3087862,2015-06-05T14:22:48-04:00
-72.94246,41.324948,2015-06-05T13:56:25-04:00
-72.909672,41.321921,2015-06-05T13:39:42-04:00
-72.9254419595475,41.3088644471359,2015-06-05T13:23:31-04:00
-82.3819530593493,40.0729070579856,2015-06-05T13:07:40-04:00
-72.972249,41.322719,2015-06-05T12:42:55-04:00
-72.877802,41.302636,2015-06-05T11:57:55-04:00
-72.9153804,41.3147094,2015-06-05T11:17:30-04:00
-72.914317,41.313771,2015-06-05T11:15:42-04:00
-72.8766349,41.3069861,2015-06-05T11:02:13-04:00
-72.9032,41.3084531,2015-06-05T10:56:47-04:00
-72.9408238,41.2950734,2015-06-05T10:55:56-04:00
-72.9411818,41.3043879,2015-06-05T10:54:15-04:00
-72.900955,41.310173,2015-06-05T10:51:49-04:00
-72.9321159,41.332599,2015-06-05T10:47:57-04:00
-72.9531533,41.318732,2015-06-05T10:47:52-04:00
-72.9531533,41.318732,2015-06-05T10:42:11-04:00
-72.97852,41.319809,2015-06-05T10:32:40-04:00
-72.936312,41.290911,2015-06-05T10:28:31-04:00
-72.954405,41.3191691,2015-06-05T10:28:19-04:00
-72.9351716,41.3273518,2015-06-05T10:23:14-04:00
-72.954405,41.3191691,2015-06-05T10:22:46-04:00
-72.9566641,41.3344007,2015-06-05T10:15:42-04:00
-72.9106391,41.3150447,2015-06-05T10:09:28-04:00
-72.9296141,41.3060093,2015-06-05T10:04:56-04:00
-72.9296141,41.3060093,2015-06-05T10:01:23-04:00
-72.890353,41.295398,2015-06-05T09:58:15-04:00
-72.9170602,41.3150363,2015-06-05T09:54:48-04:00
-72.9170602,41.3150363,2015-06-05T09:46:17-04:00
-72.9294973,41.3090334,2015-06-05T09:40:16-04:00
-72.9429510678436,41.3176252033857,2015-06-05T09:30:45-04:00
-72.8944787169189,41.2887834730402,2015-06-05T09:20:53-04:00
-72.8780699153442,41.3050569279964,2015-06-05T09:04:24-04:00
-72.894516,41.312607,2015-06-05T07:58:54-04:00
-72.9478073120117,41.3121719360352,2015-06-05T07:46:41-04:00
-72.947096541217,41.3116156276018,2015-06-05T07:12:55-04:00
-72.9106391,41.3150447,2015-06-05T02:04:09-04:00
-72.9121502861381,41.321439294676,2015-06-04T22:57:19-04:00
-82.382322,40.0729067,2015-06-04T21:50:43-04:00
-82.381773,40.072617,2015-06-04T21:48:29-04:00
-72.9138434,41.331156,2015-06-04T18:20:23-04:00
-72.9094390869141,41.3122367858887,2015-06-04T17:38:31-04:00
-72.9098434448242,41.310718536377,2015-06-04T17:33:09-04:00
-72.8975331,41.3186962,2015-06-04T16:01:07-04:00
-72.9658507,41.3192758093959,2015-06-04T15:47:28-04:00
-72.8968377378204,41.3363043117685,2015-06-04T15:40:31-04:00
-72.9586665,41.3396892,2015-06-04T14:18:08-04:00
-72.917701,41.3066587,2015-06-04T13:36:50-04:00
-72.9238554,41.30423,2015-06-04T13:34:02-04:00
-72.917257,41.303512,2015-06-04T12:53:27-04:00
-72.9242438,41.3111675,2015-06-04T11:53:58-04:00
-72.949322,41.323744,2015-06-04T11:51:32-04:00
-72.9170602,41.3150363,2015-06-04T11:36:06-04:00
-72.9504537634758,41.3126853564749,2015-06-04T11:27:20-04:00
-72.9296141,41.3060093,2015-06-04T11:24:08-04:00
-72.9170602,41.3150363,2015-06-04T11:12:15-04:00
-72.9170602,41.3150363,2015-06-04T11:06:49-04:00
-72.9047298,41.3083654,2015-06-04T11:02:36-04:00
-72.932837,41.311014,2015-06-04T10:52:31-04:00
-72.933372,41.3110209,2015-06-04T10:50:18-04:00
-72.933415,41.31094,2015-06-04T10:47:08-04:00
-72.9415624,41.3044732,2015-06-04T10:40:59-04:00
-72.9415598,41.3049254,2015-06-04T10:38:19-04:00
-72.892786288086,41.2788309114065,2015-06-04T10:20:54-04:00
-72.8929579494629,41.2792179249189,2015-06-04T10:17:43-04:00
-72.9228769,41.3044887,2015-06-04T10:11:51-04:00
-72.9006231,41.2889419,2015-06-04T10:04:57-04:00
-72.925977,41.3192324,2015-06-04T10:03:51-04:00
-72.937565,41.300164,2015-06-04T09:58:43-04:00
-72.9106391,41.3150447,2015-06-04T09:57:36-04:00
-72.946309,41.3238259,2015-06-04T09:49:27-04:00
-72.9296141,41.3060093,2015-06-04T09:48:58-04:00
-72.967853,41.3227673,2015-06-04T09:27:37-04:00
-72.9718908,41.3304191,2015-06-04T09:08:32-04:00
-72.919349,41.305189,2015-06-04T08:26:44-04:00
-72.9119539441358,41.3220625702268,2015-06-04T07:12:05-04:00
-72.9330559,41.2886718,2015-06-04T06:44:40-04:00
-72.8877925,41.2894866,2015-06-03T17:47:25-04:00
-72.8914485,41.3093444,2015-06-03T17:44:01-04:00
-72.8942444,41.2684168,2015-06-03T16:21:01-04:00
-72.8890167,41.3118429,2015-06-03T15:41:32-04:00
-72.897307,41.276729,2015-06-03T15:27:54-04:00
-72.9393164,41.3173121,2015-06-03T15:10:32-04:00
-72.946309,41.3238259,2015-06-03T14:59:56-04:00
-72.948021,41.313892,2015-06-03T14:55:03-04:00
-72.890899,41.298,2015-06-03T14:53:27-04:00
-72.9302249,41.334241,2015-06-03T14:52:38-04:00
-72.9302249,41.334241,2015-06-03T14:50:40-04:00
-72.97852,41.319809,2015-06-03T14:48:34-04:00
-72.887692,41.312633,2015-06-03T14:47:32-04:00
-72.8914485,41.3093444,2015-06-03T13:57:26-04:00
-72.8919839,41.264874,2015-06-03T13:46:58-04:00
-72.946877,41.324765,2015-06-03T13:38:43-04:00
-72.898846,41.2766741082927,2015-06-03T12:35:36-04:00
-72.9205229512322,41.3039071988128,2015-06-03T11:37:00-04:00
-72.9225287,41.3027471,2015-06-03T11:33:33-04:00
-72.8914485,41.3093444,2015-06-03T11:31:35-04:00
-72.8953779,41.271946,2015-06-03T11:26:04-04:00
-72.9296141,41.3060093,2015-06-03T11:02:07-04:00
-72.9170602,41.3150363,2015-06-03T10:58:37-04:00
-72.9170602,41.3150363,2015-06-03T10:54:43-04:00
-72.898846,41.276916,2015-06-03T10:41:05-04:00
-72.9106391,41.3150447,2015-06-03T10:24:50-04:00
-72.9325642,41.3086852,2015-06-03T10:16:20-04:00
-72.8914485,41.3093444,2015-06-03T09:59:42-04:00
-72.9718634,41.3249748,2015-06-03T09:36:04-04:00
-72.8955643,41.3141026,2015-06-03T09:14:28-04:00
-72.915902,41.3232969,2015-06-03T09:13:56-04:00
-72.9320068359375,41.2805976867676,2015-06-03T08:48:14-04:00
-72.9187923,41.311969,2015-06-03T08:38:46-04:00
-72.9225387573242,41.3124313354492,2015-06-03T08:38:38-04:00
-72.9530937,41.3166,2015-06-03T08:36:07-04:00
-72.9445877075195,41.3157119750977,2015-06-03T06:58:17-04:00
-72.9383380864171,41.3116593249652,2015-06-02T15:57:11-04:00
-72.9199379292821,41.3040295984035,2015-06-02T15:33:03-04:00
-72.923422,41.304796,2015-06-02T15:26:26-04:00
-72.9187473288644,41.3088516414809,2015-06-02T14:26:31-04:00
-72.972294,41.322218,2015-06-02T13:41:17-04:00
-72.889807639978,41.3130774021152,2015-06-02T11:46:27-04:00
-72.9479087402368,41.3174624023289,2015-06-02T11:43:31-04:00
-72.923557,41.30702,2015-06-02T11:39:05-04:00
-72.9566641,41.3344007,2015-06-02T11:35:52-04:00
-72.923557,41.30702,2015-06-02T11:35:28-04:00
-72.9106391,41.3150447,2015-06-02T11:30:03-04:00
-72.9379699,41.313464,2015-06-02T11:17:29-04:00
-72.9296141,41.3060093,2015-06-02T11:10:18-04:00
-72.9170602,41.3150363,2015-06-02T11:07:17-04:00
-72.9170602,41.3150363,2015-06-02T11:00:19-04:00
-72.9170602,41.3150363,2015-06-02T10:52:31-04:00
-72.910057,41.310196,2015-06-02T10:41:02-04:00
-72.91550009767,41.3012604216961,2015-06-02T10:20:09-04:00
-72.93545,41.3093007,2015-06-02T10:18:54-04:00
-72.9325642,41.3086852,2015-06-02T09:58:41-04:00
-72.936083,41.285419,2015-06-02T08:52:01-04:00
-72.962735,41.32418,2015-06-02T08:49:24-04:00
-72.923,41.312543,2015-06-02T08:23:04-04:00
-72.925977,41.3192324,2015-06-02T07:55:49-04:00
-72.9241595114853,41.3103725899427,2015-06-02T07:41:27-04:00
-72.9501037597656,41.3127708435059,2015-06-02T06:05:07-04:00
-72.9510269165039,41.3244132995605,2015-06-02T06:03:27-04:00
-72.9514846801758,41.312931060791,2015-06-02T05:48:10-04:00
-72.9514083862305,41.3129539489746,2015-06-02T05:44:10-04:00
-72.9514617919922,41.3129386901855,2015-06-02T05:43:16-04:00
-72.951530456543,41.3129386901855,2015-06-02T05:42:14-04:00
-72.9238798185581,41.3083484618838,2015-06-01T19:22:01-04:00
-72.8859583,41.3034787,2015-06-01T17:16:17-04:00
-72.9058764,41.321197,2015-06-01T13:50:42-04:00
-72.9068701,41.3224853,2015-06-01T13:48:16-04:00
-72.950226,41.311631,2015-06-01T13:09:01-04:00
-72.892417,41.26554,2015-06-01T12:54:31-04:00
-73.2263663,41.1584931,2015-06-01T12:51:54-04:00
-72.9769906,41.3179849,2015-06-01T11:40:33-04:00
-72.9176312,41.3222441,2015-06-01T11:21:22-04:00
-72.9170602,41.3150363,2015-06-01T11:08:05-04:00
-72.8944686810344,41.3090471390127,2015-06-01T10:30:17-04:00
-72.8970184326172,41.3091506958008,2015-06-01T09:56:10-04:00
-72.9064317962952,41.3109612530132,2015-06-01T09:51:03-04:00
-72.896469,41.2655015,2015-06-01T09:39:49-04:00
-72.8962511114205,41.3131311576445,2015-06-01T08:52:38-04:00
-72.9641648,41.3227811,2015-06-01T08:41:21-04:00
-72.8922637586249,41.3092987328188,2015-06-01T01:23:45-04:00
-72.8951775018035,41.3078635309807,2015-06-01T01:19:07-04:00
-72.8932743987775,41.3135279383035,2015-06-01T01:15:03-04:00
-72.942407,41.318218,2015-05-31T18:22:27-04:00
-72.9180221557617,41.296329498291,2015-05-31T13:57:47-04:00
-72.9084326,41.3170924,2015-05-30T23:58:19-04:00
-72.8973808105503,41.304263490474,2015-05-30T23:35:57-04:00
-72.9530937,41.3166,2015-05-30T18:19:59-04:00
-72.8748424,41.3195936,2015-05-30T18:01:50-04:00
-72.9518051147461,41.3135147094727,2015-05-30T16:26:07-04:00
-72.88059,41.311761,2015-05-30T16:22:06-04:00
-72.884648,41.308859,2015-05-30T15:15:23-04:00
-72.970984690329,41.3360839453002,2015-05-30T14:41:00-04:00
-72.941889,41.304953,2015-05-30T10:04:51-04:00
-72.9415598,41.3049254,2015-05-30T10:01:52-04:00
-72.897161,41.253337,2015-05-30T00:36:38-04:00
-72.9278835,41.308274,2015-05-29T17:51:13-04:00
-72.946739688372,41.313738502452,2015-05-29T16:52:05-04:00
-72.8919191,41.2601829,2015-05-29T16:25:09-04:00
-72.9155335272934,41.3234589423135,2015-05-29T15:04:16-04:00
-72.963061,41.319015,2015-05-29T14:43:15-04:00
-72.875176,41.324865,2015-05-29T13:42:50-04:00
-72.9113388,41.3066325,2015-05-29T13:40:29-04:00
-72.9407146,41.296088,2015-05-29T13:31:48-04:00
-72.9002075153442,41.3034081896703,2015-05-29T13:24:29-04:00
-72.9178957810343,41.3048764888064,2015-05-29T13:17:41-04:00
-72.9337929,41.2911276,2015-05-29T13:16:28-04:00
-72.9300158,41.282789,2015-05-29T12:43:23-04:00
-72.9106391,41.3150447,2015-05-29T11:22:23-04:00
-72.9325642,41.3086852,2015-05-29T10:48:11-04:00
-72.9379699,41.313464,2015-05-29T10:39:15-04:00
-72.8653593402588,41.331490769816,2015-05-29T08:32:40-04:00
-72.9323138,41.286302,2015-05-29T08:31:22-04:00
-72.9317521,41.2861796,2015-05-29T07:57:02-04:00
-72.911469,41.323777,2015-05-29T07:37:28-04:00
-72.9297326,41.289385,2015-05-29T07:25:23-04:00
-72.9088516,41.3208174,2015-05-28T23:10:05-04:00
-72.952179,41.322834,2015-05-28T21:55:58-04:00
-72.9223406,41.3033911,2015-05-28T20:00:56-04:00
-72.9291785,41.298436708471,2015-05-28T19:35:52-04:00
-72.9156592128907,41.298436708471,2015-05-28T19:33:38-04:00
-72.9312384365235,41.3113320460783,2015-05-28T19:25:59-04:00
-72.891837,41.287261,2015-05-28T18:39:30-04:00
-72.9154968261719,41.3067283630371,2015-05-28T17:45:58-04:00
-72.9157943725586,41.3073043823242,2015-05-28T17:43:36-04:00
-72.8907141824896,41.3139875762432,2015-05-28T17:30:41-04:00
-72.8652978506169,41.3316109614511,2015-05-28T17:05:31-04:00
-72.897661,41.3137029,2015-05-28T15:10:00-04:00
-72.920743,41.328977,2015-05-28T14:57:42-04:00
-72.9244170035507,41.3250381518585,2015-05-28T14:49:59-04:00
-72.8953764,41.3153458,2015-05-28T14:25:18-04:00
-72.9744906,41.3296601,2015-05-28T14:07:43-04:00
-72.9356118270142,41.305482536237,2015-05-28T13:51:55-04:00
-72.9683525,41.3343607,2015-05-28T13:47:57-04:00
-72.9299995,41.3061576,2015-05-28T13:30:08-04:00
-72.9667731,41.3331208,2015-05-28T13:03:49-04:00
-72.9378445,41.295898,2015-05-28T12:59:33-04:00
-72.9667731,41.3331208,2015-05-28T12:52:15-04:00
-72.901855,41.3069175,2015-05-28T11:54:16-04:00
-72.9301401,41.2825146,2015-05-28T11:52:30-04:00
-72.8919038,41.3153284,2015-05-28T11:49:56-04:00
-72.965275,41.325394,2015-05-28T11:36:17-04:00
-72.888708,41.279995,2015-05-28T11:31:23-04:00
-72.8646945,41.332439,2015-05-28T11:25:56-04:00
-72.9295129,41.3175029,2015-05-28T11:00:10-04:00
-72.8946469,41.3124017,2015-05-28T10:57:00-04:00
-72.910894,41.330098,2015-05-28T10:55:38-04:00
-72.879329,41.314502,2015-05-28T10:54:18-04:00
-72.8968591,41.2715791,2015-05-28T10:50:41-04:00
-72.9506009,41.3223052,2015-05-28T10:49:10-04:00
-72.9495653952744,41.3125806932493,2015-05-28T10:36:18-04:00
-72.8933548,41.3140957,2015-05-28T10:29:28-04:00
-72.9501466,41.3197486,2015-05-28T10:27:11-04:00
-72.8938137,41.3125117,2015-05-28T10:25:08-04:00
-72.931711,41.282796,2015-05-28T09:44:40-04:00
-72.9506277,41.3127187081308,2015-05-28T08:53:28-04:00
-72.949352,41.315584,2015-05-28T08:42:42-04:00
-72.967853,41.3227673,2015-05-28T08:28:41-04:00
-72.967353,41.332899,2015-05-28T08:13:21-04:00
-72.9339561,41.3349694,2015-05-28T08:02:03-04:00
-72.951171875,41.3154258728027,2015-05-28T06:28:22-04:00
-72.9467497868318,41.3137575073779,2015-05-27T19:21:41-04:00
-72.9843582,41.326843,2015-05-27T17:29:39-04:00
-72.9253289546158,41.3087607884851,2015-05-27T16:55:06-04:00
-72.9489081870326,41.3147032949829,2015-05-27T16:48:10-04:00
-72.9535310874402,41.3159595311652,2015-05-27T15:00:26-04:00
-72.925853,41.3219431,2015-05-27T14:30:00-04:00
-72.8919038,41.3153284,2015-05-27T13:17:22-04:00
-72.8893308,41.3162126,2015-05-27T13:13:23-04:00
-72.8899227,41.3110043,2015-05-27T13:08:54-04:00
